NVCBP8A,NVCBP8G,NVCBP12,NVCBP13,NVCBP14A,NVCBP14B,NVCBP14D,NVCBP14I,NVCBP15D,NVCBP15F,NPCFP14I,DPTOMPIO,NPCEP5,NPCEP4,NVCBP12,NVCBP13,Fecha_anio
2,2,1,4,2,2,2,2,1,2,1,Funza,2,70,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Gachancipá,2,12,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Subachoque,2,18,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Subachoque,1,3,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,San Juan de rio seco,1,91,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,San Juan de rio seco,1,11,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,San Juan de rio seco,2,24,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,San Juan de rio seco,2,35,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Medellín,1,58,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Medellín,1,14,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Tocancipá,1,43,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Tocancipá,1,18,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Tocancipá,2,61,1,4,2017
2,2,2,2,2,2,2,2,2,2,1,Tocancipá,2,61,2,2,2017
2,2,1,4,2,2,2,2,2,2,1,Tocancipá,2,17,1,4,2017
1,2,1,4,2,2,1,2,1,2,1,Tocancipá,1,9,1,4,2017
1,2,1,4,2,2,1,2,1,2,1,Tocancipá,2,7,1,4,2017
1,1,5,7,1,2,2,2,2,2,1,Pacho,1,13,5,7,2017
2,2,1,6,2,2,2,2,2,2,1,Pacho,2,54,1,6,2017
2,1,1,4,2,2,2,2,1,2,1,Pacho,1,17,1,4,2017
1,2,1,4,1,2,2,2,1,2,1,Pacho,2,19,1,4,2017
1,1,1,6,1,2,2,2,1,2,1,Pacho,2,75,1,6,2017
2,1,1,6,2,2,2,2,2,2,1,Pacho,2,79,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,Fusagasugá,1,17,1,4,2017
1,2,1,6,2,1,2,2,2,2,1,Fusagasugá,1,15,1,6,2017
1,2,1,4,2,2,2,2,2,2,1,Fusagasugá,2,17,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Fusagasugá,1,38,1,4,2017
2,2,1,4,2,2,2,2,1,1,1,Fusagasugá,1,18,1,4,2017
1,2,1,4,1,2,2,2,1,2,1,Fusagasugá,2,55,1,4,2017
1,2,1,4,1,2,2,2,1,2,1,Fusagasugá,1,55,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Fusagasugá,2,15,1,6,2017
9,9,1,4,2,2,1,2,1,2,1,Bogotá,2,68,1,4,2017
2,2,1,1,2,2,2,2,2,2,1,Bogotá,1,30,1,1,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,42,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,43,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,15,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,12,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Bogotá,2,62,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Bogotá,2,32,1,4,2017
2,2,1,2,2,2,1,1,1,1,1,Bogotá,2,37,1,2,2017
2,2,1,4,2,2,1,1,2,2,1,Bogotá,1,53,1,4,2017
2,2,1,2,1,1,2,1,2,1,1,Bogotá,1,34,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,31,1,4,2017
2,2,1,4,1,2,2,2,1,1,1,Bogotá,2,55,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,48,1,4,2017
2,2,1,2,2,2,2,2,1,1,1,Bogotá,2,43,1,2,2017
2,2,1,3,2,2,2,2,1,2,1,Bogotá,1,78,1,3,2017
2,2,1,4,2,2,2,2,2,1,1,Bogotá,1,71,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,25,1,4,2017
1,2,1,2,2,2,2,2,2,2,1,Bogotá,2,27,1,2,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,69,1,4,2017
2,2,1,2,2,2,2,2,1,2,1,Bogotá,2,35,1,2,2017
1,2,1,2,2,2,2,2,2,2,1,Bogotá,2,28,1,2,2017
1,2,1,4,2,2,2,2,1,1,1,Bogotá,2,27,1,4,2017
2,2,1,4,1,1,2,1,1,2,1,Bogotá,1,11,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,40,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,24,1,4,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,1,12,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,67,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,15,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,4,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,11,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,59,1,4,2017
9,9,1,4,2,2,2,2,2,2,1,Bogotá,1,28,1,4,2017
9,9,1,4,2,2,2,2,2,2,1,Bogotá,1,3,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,80,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Bogotá,2,74,1,4,2017
2,2,1,4,2,1,2,1,2,1,1,Bogotá,2,14,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,52,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,85,1,4,2017
1,1,1,4,1,1,2,2,1,1,1,Bogotá,2,24,1,4,2017
1,2,1,4,1,2,2,2,1,2,1,Bogotá,1,16,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,52,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Bogotá,1,82,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,25,1,4,2017
2,2,1,4,1,1,2,2,1,2,1,Bogotá,1,4,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Bogotá,2,69,1,4,2017
2,2,1,4,2,2,2,2,1,1,1,Bogotá,2,19,1,4,2017
2,2,1,2,2,2,2,2,1,2,1,Bogotá,1,62,1,2,2017
2,2,1,4,2,2,2,2,1,1,1,Bogotá,2,42,1,4,2017
1,2,1,2,2,2,2,2,1,1,1,Bogotá,2,63,1,2,2017
2,2,1,2,2,2,2,2,1,2,1,Bogotá,2,23,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,52,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,25,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,7,1,4,2017
1,2,1,6,2,2,1,1,1,2,1,Bogotá,1,14,1,6,2017
1,2,1,6,1,1,2,2,2,2,1,Bogotá,1,4,1,6,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,42,1,4,2017
1,2,1,3,2,2,2,1,1,1,1,Bogotá,1,42,1,3,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,24,1,4,2017
2,2,1,4,2,2,2,1,1,2,1,Bogotá,1,11,1,4,2017
1,2,1,4,2,2,2,1,1,1,1,Bogotá,1,33,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Bogotá,1,28,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,75,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,70,1,4,2017
1,2,1,4,1,2,2,1,1,1,1,Bogotá,2,15,1,4,2017
1,1,1,6,2,2,2,2,1,1,1,Bogotá,2,15,1,6,2017
1,2,1,4,1,2,2,2,2,1,1,Bogotá,1,12,1,4,2017
1,2,1,4,1,1,2,1,1,1,1,Bogotá,2,40,1,4,2017
1,2,1,4,1,2,2,2,2,2,1,Bogotá,2,60,1,4,2017
2,2,1,2,1,2,2,1,2,2,1,Bogotá,1,4,1,2,2017
2,2,1,6,2,1,2,2,1,1,1,Bogotá,2,22,1,6,2017
2,2,1,4,2,2,1,2,1,2,1,Bogotá,2,48,1,4,2017
2,2,1,4,2,2,1,2,1,2,1,Bogotá,1,11,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,41,1,4,2017
2,2,1,4,1,2,2,2,1,2,1,Bogotá,2,50,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,35,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,9,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,51,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,47,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,13,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,9,1,4,2017
1,2,1,4,1,2,2,2,1,2,1,Bogotá,2,2,1,4,2017
2,2,1,4,1,2,1,1,1,2,1,Bogotá,1,25,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Sesquile,1,42,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Sesquile,1,41,1,6,2017
1,9,1,4,2,2,2,2,2,2,1,Sesquile,1,19,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Sesquile,2,16,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Sesquile,1,5,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Sesquile,2,16,1,4,2017
1,2,1,4,2,2,2,2,1,1,1,Sesquile,2,21,1,4,2017
1,2,4,6,2,2,2,1,2,2,1,San Juan de rio seco,1,46,4,6,2017
1,2,1,4,2,2,2,2,2,2,1,San Juan de rio seco,2,11,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Guatavita,2,19,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Guatavita,2,14,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Caqueza,2,34,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Villa de san diego de ubate,2,27,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Villa de san diego de ubate,1,15,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Villa de san diego de ubate,2,72,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Villa de san diego de ubate,2,69,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Villa de san diego de ubate,2,32,1,4,2017
1,1,1,4,2,2,2,2,2,2,1,Villa de san diego de ubate,1,27,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Villa de san diego de ubate,1,13,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Villa de san diego de ubate,1,16,1,4,2017
1,1,1,4,2,2,2,2,2,2,1,Villeta,1,59,1,4,2017
2,2,1,6,1,2,2,2,2,2,1,Villeta,2,64,1,6,2017
1,1,1,6,1,2,2,1,1,1,1,Villeta,2,94,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,Villeta,1,76,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Villeta,2,67,1,4,2017
2,2,1,6,2,2,2,2,2,2,1,Villeta,1,84,1,6,2017
1,2,1,6,2,2,2,2,2,2,1,Villeta,2,14,1,6,2017
1,2,1,6,2,2,2,2,2,2,1,Villeta,1,5,1,6,2017
2,2,6,7,2,2,2,2,2,1,1,Villeta,1,4,6,7,2017
2,2,1,4,2,2,2,2,1,2,1,Zipaquirá,1,15,1,4,2017
2,2,1,3,2,2,2,2,2,2,1,Bogotá,2,30,1,3,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,78,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,64,1,4,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,1,29,1,2,2017
1,2,1,4,2,1,2,2,2,2,1,Bogotá,2,23,1,4,2017
1,1,1,4,2,2,2,2,1,2,1,Bogotá,1,20,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,10,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,22,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,65,1,4,2017
1,2,1,5,2,2,2,1,1,2,1,Bogotá,1,49,1,5,2017
1,2,1,4,2,2,2,1,1,1,1,Bogotá,2,52,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,25,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,23,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,37,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,12,1,4,2017
2,2,1,4,1,2,2,2,2,2,1,Bogotá,2,71,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,13,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Bogotá,1,33,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,36,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,25,1,4,2017
2,2,1,4,2,2,1,2,2,2,1,Bogotá,2,19,1,4,2017
2,2,1,4,2,2,1,2,2,2,1,Bogotá,2,28,1,4,2017
1,2,1,4,2,2,2,2,2,1,1,Bogotá,2,90,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,84,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,1,7,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,28,1,4,2017
2,2,1,4,2,2,1,2,1,1,1,Bogotá,1,37,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,36,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,61,1,4,2017
1,1,1,4,2,2,1,2,1,1,1,Bogotá,1,45,1,4,2017
1,2,1,5,2,1,1,2,1,2,1,Bogotá,1,31,1,5,2017
2,2,1,4,2,2,1,2,2,1,1,Bogotá,1,6,1,4,2017
2,2,1,4,2,2,1,2,2,1,1,Bogotá,1,3,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,22,1,4,2017
1,2,1,4,2,2,2,2,2,1,1,Bogotá,1,61,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,67,1,4,2017
2,2,1,4,2,1,2,2,1,2,1,Bogotá,1,23,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,31,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,5,1,4,2017
2,2,1,4,2,1,2,2,1,2,1,Bogotá,1,3,1,4,2017
1,2,1,4,2,2,2,1,1,2,1,Bogotá,2,3,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,57,1,4,2017
2,2,1,4,2,2,2,2,1,1,1,Bogotá,1,33,1,4,2017
2,2,1,3,1,2,2,2,1,2,1,Bogotá,1,40,1,3,2017
2,2,1,4,1,2,2,2,1,2,1,Bogotá,2,54,1,4,2017
2,2,1,4,1,2,2,2,1,2,1,Bogotá,2,5,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Bogotá,1,5,1,4,2017
2,2,1,4,1,2,1,2,1,1,1,Bogotá,2,12,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Bogotá,2,35,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,19,1,4,2017
1,2,1,4,1,2,2,1,1,2,1,Bogotá,2,81,1,4,2017
1,2,1,5,1,2,2,2,1,2,1,Bogotá,1,72,1,5,2017
2,2,1,4,1,2,2,2,2,2,1,Bogotá,2,60,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,1,10,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Funza,2,48,1,4,2017
2,2,1,4,2,2,1,2,2,2,1,Sesquile,2,57,1,4,2017
1,2,1,4,2,2,2,1,1,2,1,Sesquile,2,13,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Sesquile,1,74,1,4,2017
1,2,1,6,1,2,2,1,2,2,1,Guaduas,2,65,1,6,2017
1,2,1,6,1,2,2,1,2,2,1,Guaduas,1,21,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,Guaduas,2,6,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Cota,2,49,1,6,2017
1,2,1,4,2,2,2,2,1,2,1,Cota,2,38,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Gacheta,2,74,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Gacheta,2,58,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Gacheta,1,5,1,4,2017
1,2,1,4,2,2,2,2,2,1,1,Gacheta,2,49,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Gacheta,2,4,1,6,2017
1,2,1,4,2,2,2,2,1,2,1,Gacheta,1,75,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Gacheta,1,93,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Gacheta,2,87,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Gacheta,2,89,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Gacheta,2,7,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Gacheta,1,13,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Gacheta,1,8,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Tabio,2,28,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Tabio,2,4,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Medina,2,8,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Medina,1,27,1,4,2017
1,1,1,6,2,2,2,2,2,1,1,Medina,1,18,1,6,2017
1,2,1,4,2,2,1,2,2,2,1,Medina,2,35,1,4,2017
1,2,1,4,2,2,1,2,2,2,1,Medina,1,12,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Medina,2,22,1,4,2017
1,2,1,4,2,2,2,2,1,1,1,Medina,2,63,1,4,2017
1,1,1,6,2,2,2,2,2,2,1,Medina,2,49,1,6,2017
1,2,2,6,2,2,1,2,2,2,1,Medina,1,9,2,6,2017
1,2,2,6,2,2,2,2,2,2,1,Medina,2,26,2,6,2017
1,2,1,4,2,2,2,2,2,2,1,Medina,2,15,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Medina,2,62,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Medina,1,81,1,4,2017
2,2,1,6,2,2,2,1,1,2,1,Medina,2,8,1,6,2017
1,2,1,4,2,2,2,2,2,2,1,Medina,1,41,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Medina,1,16,1,6,2017
1,2,1,6,2,2,2,2,2,2,1,Medina,2,5,1,6,2017
2,2,1,6,2,2,2,2,2,2,1,Medina,2,54,1,6,2017
1,1,1,4,2,2,2,2,2,2,1,San Juan de rio seco,1,56,1,4,2017
1,2,4,6,2,2,2,2,2,2,1,San Juan de rio seco,2,73,4,6,2017
2,2,1,6,2,2,2,2,2,2,1,San Juan de rio seco,2,22,1,6,2017
1,1,1,4,2,2,2,2,2,2,1,San Juan de rio seco,2,41,1,4,2017
2,2,1,6,2,2,2,2,2,2,1,San Juan de rio seco,2,64,1,6,2017
2,2,1,4,2,2,2,2,2,1,1,Fusagasugá,1,21,1,4,2017
2,2,1,6,1,2,2,2,2,2,1,Fusagasugá,2,20,1,6,2017
2,2,1,3,2,2,2,2,2,2,1,Bogotá,2,22,1,3,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,2,9,1,2,2017
2,2,1,4,2,2,2,2,1,1,1,Bogotá,2,45,1,4,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,1,19,1,2,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,1,38,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,79,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,44,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,4,1,4,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,2,24,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,42,1,4,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,2,43,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,52,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,59,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,40,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,1,4,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,1,4,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,57,1,4,2017
1,2,1,4,2,2,2,2,1,1,1,Bogotá,2,16,1,4,2017
1,2,1,2,2,2,2,2,1,1,1,Bogotá,1,18,1,2,2017
1,2,1,2,2,2,2,2,1,1,1,Bogotá,2,17,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,10,1,4,2017
2,2,2,1,2,2,2,2,2,2,1,Bogotá,2,60,2,1,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,35,1,4,2017
1,1,1,5,1,1,2,1,1,1,1,Bogotá,2,13,1,5,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,37,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,23,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,4,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,16,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,71,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,33,1,4,2017
2,2,1,2,1,1,2,1,1,1,1,Bogotá,2,4,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,3,1,4,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,1,70,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,73,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,31,1,4,2017
2,2,1,4,1,1,2,1,1,1,1,Bogotá,1,75,1,4,2017
1,2,1,4,2,2,1,2,2,2,1,Bogotá,1,11,1,4,2017
2,2,1,4,2,1,2,1,2,2,1,Bogotá,2,43,1,4,2017
1,2,1,4,2,2,2,2,2,1,1,Bogotá,2,59,1,4,2017
2,2,1,4,2,1,2,2,2,2,1,Bogotá,2,45,1,4,2017
2,2,1,4,1,2,2,2,1,2,1,Bogotá,2,4,1,4,2017
2,2,1,4,1,2,2,2,2,1,1,Bogotá,2,85,1,4,2017
2,2,1,4,2,2,2,2,1,1,1,Bogotá,2,5,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,62,1,4,2017
2,2,1,2,2,2,2,2,1,1,1,Bogotá,2,27,1,2,2017
2,2,1,4,1,2,2,2,2,2,1,Bogotá,2,58,1,4,2017
2,2,1,4,1,1,2,2,1,1,1,Bogotá,2,77,1,4,2017
2,2,1,4,2,1,2,1,1,2,1,Bogotá,2,7,1,4,2017
2,2,1,4,1,2,2,1,1,2,1,Bogotá,2,37,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,1,23,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,6,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,2,3,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Funza,2,70,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,1,75,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Funza,2,83,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Funza,1,61,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Sesquile,1,9,1,4,2017
1,2,1,4,2,1,1,2,2,2,1,Sesquile,2,54,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Sesquile,2,41,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Sesquile,2,16,1,4,2017
2,1,1,4,2,2,2,2,1,1,1,Soacha,1,60,1,4,2017
2,2,1,6,2,1,1,2,1,1,1,Soacha,1,80,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,Soacha,2,27,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Facatativa,2,51,1,4,2017
2,2,1,4,2,2,2,1,1,1,1,Facatativa,1,55,1,4,2017
9,9,1,4,2,2,2,2,2,2,1,Facatativa,1,75,1,4,2017
2,2,1,6,1,2,2,2,1,2,1,Facatativa,1,26,1,6,2017
2,2,1,6,1,2,2,2,1,2,1,Facatativa,1,23,1,6,2017
2,2,1,6,1,2,2,2,1,2,1,Facatativa,1,67,1,6,2017
1,1,1,6,2,2,2,2,2,2,1,Facatativa,2,78,1,6,2017
1,2,1,6,2,2,2,2,2,2,1,Facatativa,1,77,1,6,2017
1,2,1,4,2,2,2,2,1,1,1,Facatativa,2,51,1,4,2017
2,2,1,3,2,2,2,2,1,2,1,Facatativa,1,59,1,3,2017
2,2,1,4,2,2,2,2,2,2,1,Facatativa,1,6,1,4,2017
2,1,1,4,2,2,2,2,2,2,1,Facatativa,2,42,1,4,2017
2,1,1,4,2,2,2,2,2,2,1,Facatativa,1,16,1,4,2017
2,2,1,6,2,2,2,2,2,2,1,Facatativa,1,21,1,6,2017
2,2,1,6,2,2,2,2,1,2,1,Nemocon,2,43,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,Nemocon,2,11,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Choconta,2,40,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Choconta,1,18,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Cota,1,24,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Sibaté,1,9,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Sopo,1,11,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Sopo,2,75,1,4,2017
2,2,1,4,1,2,2,2,1,2,1,Sopo,1,6,1,4,2017
1,2,1,4,2,2,2,2,2,1,1,Sopo,1,23,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Sopo,1,6,1,4,2017
2,2,1,4,2,2,1,2,2,2,1,Sopo,1,72,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Sopo,2,25,1,4,2017
2,2,1,6,2,2,2,2,1,2,1,Medina,2,19,1,6,2017
1,2,1,6,2,2,2,2,1,2,1,Medina,1,75,1,6,2017
1,2,1,6,2,2,2,2,1,2,1,Medina,2,65,1,6,2017
1,2,1,6,2,2,2,2,2,2,1,Medina,2,82,1,6,2017
1,2,1,4,2,2,2,2,2,2,1,Medina,2,29,1,4,2017
1,1,1,6,2,2,2,2,1,2,1,Medina,2,80,1,6,2017
2,2,1,4,1,2,2,2,1,1,1,Mosquera,2,21,1,4,2017
2,2,1,4,1,2,1,2,2,2,1,Mosquera,2,56,1,4,2017
1,1,1,4,2,2,2,2,1,2,1,Mosquera,1,66,1,4,2017
2,2,1,4,1,2,2,2,1,1,1,Mosquera,2,30,1,4,2017
2,2,6,4,2,2,1,2,2,2,1,Mosquera,1,12,6,4,2017
2,2,6,4,1,2,2,2,1,2,1,Mosquera,2,78,6,4,2017
1,2,1,4,1,2,2,2,1,2,1,Mosquera,2,58,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Medellín,2,2,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Medellín,1,72,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Medellín,2,49,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Medellín,1,8,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Medellín,2,63,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Medellín,2,23,1,4,2017
