NVCBP8A,NVCBP8G,NVCBP12,NVCBP13,NVCBP14A,NVCBP14B,NVCBP14D,NVCBP14I,NVCBP15D,NVCBP15F,NPCFP14I,DPTOMPIO,NPCEP5,NPCEP4,NVCBP12,NVCBP13,Fecha_anio
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,11,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,59,1,4,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,2,84,1,2,2017
1,2,1,3,2,2,2,2,2,2,1,Bogotá,1,89,1,3,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,83,1,4,2017
1,2,1,4,2,2,2,1,2,2,1,Bogotá,1,49,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,44,1,4,2017
2,2,1,4,2,1,2,2,2,1,1,Bogotá,2,31,1,4,2017
2,2,1,4,1,2,2,2,1,2,1,Bogotá,2,26,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,75,1,4,2017
2,2,1,4,1,2,2,2,2,2,1,Bogotá,2,63,1,4,2017
2,2,1,4,2,1,2,1,1,1,1,Bogotá,2,53,1,4,2017
1,2,1,4,2,2,2,1,2,2,1,Bogotá,1,2,1,4,2017
2,2,1,4,2,1,2,1,1,1,1,Bogotá,2,19,1,4,2017
1,2,1,4,2,2,1,1,1,1,1,Bogotá,2,69,1,4,2017
2,2,1,4,1,2,2,2,2,2,1,Bogotá,1,35,1,4,2017
2,2,1,4,2,2,1,2,1,2,1,Bogotá,2,4,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,33,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,30,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,5,1,4,2017
1,2,1,4,2,2,2,1,2,2,1,Bogotá,2,18,1,4,2017
2,2,1,4,1,2,2,2,1,1,1,Bogotá,1,27,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Bogotá,1,7,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,41,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,65,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,66,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Bogotá,2,84,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,38,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,19,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,82,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,51,1,4,2017
2,2,1,3,2,2,2,2,2,2,1,Bogotá,1,7,1,3,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,85,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,12,1,4,2017
2,2,1,4,1,2,1,2,1,1,1,Bogotá,2,59,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,9,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,46,1,4,2017
1,1,1,4,2,2,2,2,2,1,1,Bogotá,2,14,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Bogotá,2,18,1,4,2017
2,2,1,6,2,2,2,2,2,2,1,Bogotá,1,68,1,6,2017
2,2,1,4,2,2,2,2,1,1,1,Bogotá,2,20,1,4,2017
2,2,1,4,2,2,2,2,1,1,1,Bogotá,1,4,1,4,2017
2,2,1,4,2,1,2,1,1,1,1,Bogotá,1,14,1,4,2017
1,2,1,6,2,2,2,2,1,1,1,Bogotá,1,8,1,6,2017
2,2,1,4,2,2,2,2,1,1,1,Bogotá,2,87,1,4,2017
1,2,1,4,2,1,1,1,1,1,1,Bogotá,2,20,1,4,2017
2,2,6,6,2,2,2,2,2,2,1,Bogotá,1,13,6,6,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,49,1,4,2017
2,2,1,4,2,2,2,2,1,1,1,Bogotá,1,66,1,4,2017
2,2,1,4,2,2,2,2,1,1,1,Bogotá,2,27,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,1,11,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Madrid,1,42,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Madrid,2,68,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Madrid,1,65,1,4,2017
1,2,1,4,1,2,2,1,2,2,1,El Rosal,2,22,1,4,2017
1,2,1,4,2,2,2,2,1,1,1,El Rosal,2,46,1,4,2017
2,2,1,6,2,2,1,1,1,2,1,El Rosal,1,8,1,6,2017
2,2,1,4,2,2,2,2,1,2,1,Mosquera,1,7,1,4,2017
1,2,6,6,2,2,2,2,1,1,1,Mosquera,1,28,6,6,2017
2,2,1,4,2,2,2,2,1,2,1,Mosquera,1,56,1,4,2017
1,2,1,6,1,2,2,2,2,2,1,Mosquera,2,56,1,6,2017
2,2,1,6,2,2,2,2,1,1,1,Mosquera,2,55,1,6,2017
1,2,1,4,2,2,2,2,2,2,1,Mosquera,2,13,1,4,2017
2,2,1,4,1,2,2,2,2,2,1,Mosquera,1,79,1,4,2017
2,2,1,4,1,2,2,2,2,1,1,Mosquera,1,74,1,4,2017
2,2,1,6,1,2,2,2,2,2,1,Mosquera,2,13,1,6,2017
1,2,1,4,2,2,2,2,2,2,1,Guatavita,1,60,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Guatavita,2,16,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Guatavita,1,20,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Guatavita,2,78,1,4,2017
2,2,1,2,2,2,2,2,2,1,1,Bogotá,1,4,1,2,2017
1,2,1,4,2,2,2,1,1,1,1,Bogotá,2,66,1,4,2017
9,9,1,4,2,2,2,2,2,2,1,Bogotá,1,63,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,42,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,12,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,4,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,4,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,79,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Bogotá,1,17,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,73,1,4,2017
2,2,1,4,2,1,2,2,1,1,1,Bogotá,1,66,1,4,2017
2,2,1,4,2,1,2,2,2,1,1,Bogotá,2,40,1,4,2017
2,2,1,4,2,1,2,2,1,1,1,Bogotá,2,44,1,4,2017
2,2,1,4,2,1,2,2,1,1,1,Bogotá,2,11,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,27,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,58,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,86,1,4,2017
1,2,1,4,1,2,2,2,1,1,1,Bogotá,2,55,1,4,2017
2,2,1,3,2,2,2,2,2,2,1,Bogotá,2,23,1,3,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,38,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,16,1,4,2017
2,2,1,2,2,2,2,1,1,1,1,Bogotá,1,86,1,2,2017
1,2,1,2,2,2,2,1,1,1,1,Bogotá,2,21,1,2,2017
2,2,1,4,1,1,2,1,1,1,1,Bogotá,1,22,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,80,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,29,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,9,1,4,2017
2,2,1,4,1,2,2,2,1,2,1,Bogotá,1,91,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,16,1,4,2017
2,2,1,4,1,2,2,1,2,2,1,Bogotá,1,13,1,4,2017
1,2,1,4,1,2,2,1,2,2,1,Bogotá,2,45,1,4,2017
2,2,1,4,2,2,2,1,1,2,1,Bogotá,1,16,1,4,2017
2,2,1,5,1,2,2,1,1,2,1,Bogotá,1,25,1,5,2017
2,2,1,4,2,2,1,2,1,2,1,Bogotá,2,60,1,4,2017
1,2,1,4,1,2,1,2,2,1,1,Bogotá,1,20,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,16,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,8,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Tenjo,2,92,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Tenjo,1,12,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Tenjo,1,53,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Tenjo,2,19,1,4,2017
1,2,1,4,2,2,2,2,2,1,1,Tenjo,2,41,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Tenjo,1,11,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Tenjo,2,8,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Facatativa,1,8,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Facatativa,2,11,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Guaduas,1,14,1,4,2017
2,2,1,6,2,2,2,1,2,2,1,Guaduas,2,36,1,6,2017
2,2,1,6,2,2,2,1,2,2,1,Guaduas,1,14,1,6,2017
1,1,1,4,2,1,2,2,2,1,1,Cota,1,10,1,4,2017
2,1,1,4,2,2,2,2,2,2,1,Medellín,1,7,1,4,2017
2,2,1,4,2,2,1,2,2,2,1,Tocancipá,2,6,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Tocancipá,2,17,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,31,1,4,2017
2,2,1,4,2,2,1,2,2,2,1,Bogotá,2,33,1,4,2017
9,9,1,4,2,2,2,2,2,2,1,Bogotá,2,21,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,51,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Bogotá,2,64,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,11,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,3,1,4,2017
2,2,1,4,2,1,1,2,2,1,1,Bogotá,2,24,1,4,2017
1,2,1,2,2,2,2,2,2,2,1,Bogotá,2,35,1,2,2017
2,2,1,4,1,2,2,2,2,2,1,Bogotá,2,67,1,4,2017
2,2,1,4,1,2,2,2,1,1,1,Bogotá,2,39,1,4,2017
2,2,1,4,1,2,2,2,1,1,1,Bogotá,1,12,1,4,2017
2,2,1,4,1,2,2,2,1,1,1,Bogotá,1,10,1,4,2017
1,1,1,4,1,1,2,1,1,1,1,Bogotá,2,64,1,4,2017
2,2,1,2,2,2,2,2,1,1,1,Bogotá,2,31,1,2,2017
2,2,1,4,1,2,2,2,1,1,1,Bogotá,2,11,1,4,2017
2,2,2,2,2,2,2,2,2,2,1,Bogotá,2,30,2,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,33,1,4,2017
2,2,1,4,2,2,1,2,2,1,1,Bogotá,2,53,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,55,1,4,2017
1,2,1,4,1,2,2,2,1,2,1,Bogotá,2,50,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,3,1,4,2017
2,2,1,6,2,2,2,2,1,1,1,Bogotá,2,26,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,24,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,46,1,4,2017
2,1,1,4,2,2,2,2,1,2,1,Bogotá,2,13,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,49,1,4,2017
2,2,1,4,2,1,2,2,1,1,1,Bogotá,2,78,1,4,2017
2,2,1,4,2,1,2,2,1,1,1,Bogotá,2,11,1,4,2017
1,2,1,2,2,2,2,1,1,2,1,Bogotá,1,17,1,2,2017
1,1,1,4,1,2,2,2,1,1,1,Bogotá,2,58,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,23,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,39,1,4,2017
2,2,1,4,1,2,2,2,1,1,1,Bogotá,2,64,1,4,2017
2,2,1,4,1,2,2,2,1,2,1,Bogotá,2,28,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Bogotá,2,31,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,78,1,4,2017
1,2,1,4,1,2,1,2,2,2,1,Bogotá,1,23,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,5,1,4,2017
1,2,1,4,2,2,1,2,2,2,1,Sesquile,2,26,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Sesquile,2,28,1,4,2017
1,1,1,6,2,2,2,2,2,1,1,Sesquile,2,47,1,6,2017
1,1,1,6,2,2,2,2,2,1,1,Sesquile,1,18,1,6,2017
1,1,1,6,2,2,2,2,2,1,1,Sesquile,1,17,1,6,2017
1,1,1,6,2,2,2,2,2,1,1,Sesquile,2,12,1,6,2017
1,1,1,4,2,2,2,2,1,2,1,Tausa,2,49,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Tausa,2,20,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Facatativa,2,30,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,2,25,1,4,2017
2,2,1,6,2,2,2,2,2,2,1,Funza,2,26,1,6,2017
2,2,1,6,2,2,2,2,2,2,1,Funza,1,6,1,6,2017
1,2,1,4,2,2,2,2,2,2,1,Funza,1,22,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Funza,1,23,1,4,2017
2,2,1,6,2,2,2,2,2,2,1,Cota,1,4,1,6,2017
2,2,1,4,2,2,2,2,1,1,1,Cota,2,45,1,4,2017
1,2,1,3,2,2,2,2,2,2,1,Cota,1,51,1,3,2017
1,2,1,3,2,2,2,2,2,2,1,Cota,1,31,1,3,2017
1,2,1,3,2,2,2,2,2,2,1,Cota,2,23,1,3,2017
2,2,1,4,2,2,2,2,2,2,1,Cota,1,33,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Cota,2,10,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Cota,1,23,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Cota,2,30,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Cota,2,43,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Gacheta,1,11,1,4,2017
1,2,1,4,1,2,2,2,2,2,1,Gacheta,2,68,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Sopo,2,22,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Mosquera,1,16,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Mosquera,2,53,1,4,2017
2,2,1,4,1,2,1,2,2,2,1,Mosquera,1,17,1,4,2017
2,2,1,4,2,2,1,2,2,2,1,Mosquera,1,8,1,4,2017
2,2,1,4,1,2,1,2,2,2,1,Mosquera,1,1,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Mosquera,2,17,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,San Juan de rio seco,2,5,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,San Juan de rio seco,2,70,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Medellín,2,28,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Medellín,1,19,1,4,2017
2,2,1,4,2,2,2,1,1,1,1,Tocancipá,1,19,1,4,2017
1,2,1,4,2,2,2,1,1,2,1,Tocancipá,1,21,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Tocancipá,2,12,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Tocancipá,1,17,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Caqueza,1,9,1,6,2017
1,2,4,4,2,2,2,2,2,2,1,Caqueza,2,22,4,4,2017
2,2,1,4,2,2,2,2,2,2,1,Caqueza,2,80,1,4,2017
1,2,2,4,2,2,2,2,2,2,1,Caqueza,2,37,2,4,2017
2,2,2,4,2,2,2,2,2,2,1,Caqueza,1,9,2,4,2017
2,2,1,4,2,2,2,2,2,2,1,Zipaquirá,2,40,1,4,2017
2,2,1,4,1,2,2,2,1,2,1,Zipaquirá,2,22,1,4,2017
1,2,1,4,2,2,2,1,1,2,1,Zipaquirá,1,23,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bojacá,2,46,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bojacá,2,13,1,4,2017
2,2,1,4,2,1,2,2,1,2,1,Bogotá,1,18,1,4,2017
2,2,1,6,2,2,2,2,2,2,1,Bogotá,1,8,1,6,2017
2,2,1,4,2,2,1,2,2,2,1,Bogotá,1,21,1,4,2017
2,2,1,4,2,2,1,2,2,2,1,Bogotá,1,61,1,4,2017
2,2,1,2,2,2,1,2,1,2,1,Bogotá,1,10,1,2,2017
2,2,1,2,2,2,1,2,1,2,1,Bogotá,1,10,1,2,2017
2,2,1,2,2,2,1,2,1,2,1,Bogotá,1,8,1,2,2017
2,2,1,4,2,2,1,2,1,2,1,Bogotá,2,62,1,4,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,1,15,1,2,2017
1,2,1,4,2,2,1,2,2,2,1,Bogotá,2,33,1,4,2017
2,2,1,3,2,2,2,2,2,2,1,Bogotá,2,40,1,3,2017
2,2,1,4,2,2,1,2,1,2,1,Bogotá,2,28,1,4,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,1,47,1,2,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,1,13,1,2,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,1,16,1,2,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,2,68,1,2,2017
2,2,1,2,1,2,2,2,1,2,1,Bogotá,2,50,1,2,2017
2,2,1,2,1,2,2,2,1,2,1,Bogotá,1,12,1,2,2017
2,2,1,2,1,2,2,2,1,2,1,Bogotá,1,9,1,2,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,7,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,37,1,4,2017
1,2,1,4,1,2,2,2,1,2,1,Bogotá,2,60,1,4,2017
1,2,1,4,1,2,2,2,1,2,1,Bogotá,1,26,1,4,2017
1,2,1,4,1,2,2,2,1,2,1,Bogotá,2,32,1,4,2017
2,2,1,4,1,2,2,2,1,1,1,Bogotá,1,79,1,4,2017
1,2,1,4,2,2,2,2,2,1,1,Bogotá,2,27,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,5,1,4,2017
1,2,1,6,2,1,2,2,1,2,1,Bogotá,2,33,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,1,16,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,2,46,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,1,18,1,4,2017
2,1,1,6,2,2,2,2,2,2,1,Funza,2,20,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,1,47,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,2,42,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,2,53,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,2,16,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Sesquile,1,19,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Soacha,1,9,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Soacha,2,25,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Tausa,1,63,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Facatativa,2,35,1,4,2017
2,2,1,4,1,2,2,2,2,2,1,Facatativa,2,72,1,4,2017
2,2,1,4,1,2,2,2,2,1,1,Facatativa,2,41,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Funza,2,37,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Funza,2,60,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Funza,1,34,1,4,2017
2,2,1,6,2,2,2,1,2,2,1,Guaduas,2,46,1,6,2017
2,2,1,6,2,2,2,1,2,2,1,Guaduas,1,29,1,6,2017
2,2,1,6,2,2,2,1,2,2,1,Guaduas,2,4,1,6,2017
2,1,1,4,2,2,2,2,2,2,1,Madrid,2,18,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Choconta,2,66,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Cota,2,62,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Cota,2,14,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Cota,2,26,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,El Rosal,2,28,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,El Rosal,2,33,1,4,2017
2,2,1,6,2,2,2,2,2,2,1,Subachoque,1,18,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,Subachoque,1,10,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Tabio,2,45,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Guatavita,1,91,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Guatavita,1,36,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Guatavita,1,20,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Guatavita,2,84,1,4,2017
1,1,1,4,2,2,2,2,2,2,1,Guatavita,1,25,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Guatavita,1,40,1,6,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,13,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,69,1,4,2017
2,2,1,5,2,2,2,2,2,2,1,Bogotá,1,11,1,5,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,19,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,1,75,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,5,1,4,2017
2,2,1,4,2,2,1,1,1,2,1,Bogotá,1,10,1,4,2017
2,2,1,4,2,1,1,1,1,1,1,Bogotá,2,80,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,2,3,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Nemocon,2,57,1,4,2017
1,2,1,4,2,2,2,2,1,1,1,Cota,1,12,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,4,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,17,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,27,1,4,2017
2,2,1,1,2,2,2,2,2,2,1,Bogotá,1,21,1,1,2017
2,2,1,1,2,2,2,2,2,2,1,Bogotá,1,7,1,1,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,83,1,4,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,1,78,1,2,2017
2,2,1,4,2,2,2,2,1,2,1,Bogotá,1,50,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Bogotá,1,7,1,4,2017
2,2,1,4,2,2,2,1,1,1,1,Bogotá,2,26,1,4,2017
2,2,1,4,2,2,2,1,1,1,1,Bogotá,1,35,1,4,2017
2,2,1,4,1,1,2,2,2,2,1,Bogotá,1,11,1,4,2017
1,2,1,4,1,2,2,2,2,2,1,Bogotá,1,68,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,54,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Bogotá,1,10,1,6,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,28,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,1,74,1,4,2017
9,2,1,4,2,2,2,2,2,2,1,Bogotá,2,34,1,4,2017
1,1,1,4,2,2,2,2,2,2,1,Bogotá,2,63,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,35,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,54,1,4,2017
1,2,1,4,2,2,2,2,2,1,1,Girardot,2,31,1,4,2017
1,2,1,4,2,2,2,2,2,1,1,Girardot,1,10,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Girardot,2,77,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Guaduas,2,18,1,4,2017
1,2,1,4,2,2,2,2,2,2,1,Zipaquirá,2,42,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Zipaquirá,1,52,1,4,2017
1,1,1,4,2,2,2,2,2,2,1,Zipaquirá,1,46,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Medina,2,55,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Medina,1,82,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Medina,2,75,1,4,2017
1,2,1,6,2,2,2,1,1,2,1,Medina,2,57,1,6,2017
1,1,1,6,2,2,2,2,2,2,1,Medina,2,27,1,6,2017
1,2,1,4,2,2,2,2,2,2,1,Medina,2,39,1,4,2017
1,2,1,6,2,2,2,2,2,2,1,Medina,1,70,1,6,2017
1,1,1,4,2,2,2,2,2,2,1,Medina,2,33,1,4,2017
1,1,1,4,2,2,2,2,2,2,1,Medina,1,16,1,4,2017
1,1,1,4,2,2,2,2,2,2,1,Medina,1,25,1,4,2017
1,2,1,4,2,1,2,2,1,2,1,Medina,1,21,1,4,2017
1,2,1,4,2,1,2,2,1,2,1,Medina,2,9,1,4,2017
2,2,1,4,2,2,2,2,1,2,1,Medina,1,13,1,4,2017
1,2,1,6,2,2,2,2,1,2,1,Medina,2,77,1,6,2017
2,2,1,4,1,2,2,2,2,2,1,Medina,2,60,1,4,2017
1,2,2,6,2,2,2,2,2,2,1,Medina,1,14,2,6,2017
2,2,1,4,2,2,2,2,2,2,1,Medina,2,6,1,4,2017
1,2,1,4,2,2,2,2,1,2,1,Medina,1,12,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,40,1,4,2017
2,2,1,4,2,2,2,1,2,2,1,Bogotá,2,16,1,4,2017
1,2,1,4,2,1,2,2,1,2,1,Bogotá,2,0,1,4,2017
2,2,1,3,2,2,2,2,2,2,1,Bogotá,1,78,1,3,2017
2,2,1,3,2,2,2,2,2,2,1,Bogotá,2,73,1,3,2017
1,2,1,4,2,2,2,2,2,2,1,Bogotá,2,76,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,5,1,4,2017
2,1,1,4,2,2,2,2,2,2,1,Bogotá,1,30,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Bogotá,1,26,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,24,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,1,17,1,4,2017
2,2,1,4,2,2,2,1,1,2,1,Bogotá,1,40,1,4,2017
2,2,1,4,2,2,2,1,1,2,1,Bogotá,1,10,1,4,2017
1,2,1,4,1,2,2,2,1,1,1,Bogotá,1,27,1,4,2017
1,2,1,4,1,2,2,2,1,1,1,Bogotá,2,19,1,4,2017
1,1,1,4,2,2,2,2,1,1,1,Bogotá,1,29,1,4,2017
2,2,1,4,2,2,2,2,2,1,1,Bogotá,1,8,1,4,2017
1,2,1,4,1,2,2,2,1,2,1,Bogotá,1,25,1,4,2017
2,2,1,4,2,2,2,2,2,2,1,Bogotá,2,4,1,4,2017
2,2,1,2,2,1,2,1,2,1,1,Bogotá,2,71,1,2,2017
2,2,1,2,2,2,2,2,1,1,1,Bogotá,2,65,1,2,2017
2,2,1,2,2,2,2,2,2,2,1,Bogotá,2,33,1,2,2017
