Fecha_anio,DIRECTORIO_HOG
2017,1296131
2017,1296461
2017,1296641
2017,1296911
2017,1297111
2017,1297441
2017,1297541
2017,1297541
2017,1297551
2017,1298351
2017,1298861
2017,1298861
2017,1298861
2017,1298932
2017,1298941
2017,1299091
2017,1299111
2017,1299131
2017,1299831
2017,1300311
2017,1300681
2017,1300781
2017,1300792
2017,1300841
2017,1300841
2017,1300861
2017,1301481
2017,1302171
2017,1302221
2017,1302221
2017,1302281
2017,1302461
2017,1302591
2017,1302611
2017,1302791
2017,1303031
2017,1303101
2017,1303291
2017,1303371
2017,1303701
2017,1304061
2017,1304391
2017,1304431
2017,1304441
2017,1304461
2017,1304531
2017,1304531
2017,1304631
2017,1304751
2017,1304821
2017,1304871
2017,1305431
2017,1305431
2017,1305431
2017,1305911
2017,1306331
2017,1306791
2017,1307071
2017,1307131
2017,1307311
2017,1307351
2017,1307971
2017,1308051
2017,1308051
2017,1308701
2017,1309821
2017,1310131
2017,1310301
2017,1311091
2017,1311391
2017,1311701
2017,1311961
2017,1311991
2017,1312721
2017,1312771
2017,1312811
2017,1313371
2017,1313421
2017,1332951
2017,1333121
2017,1333481
2017,1333511
2017,1333521
2017,1333621
2017,1333721
2017,1333741
2017,1333881
2017,1333881
2017,1333881
2017,1333881
2017,1333881
2017,1334631
2017,1334751
2017,1334781
2017,1334871
2017,1334901
2017,1334931
2017,1335071
2017,1335551
2017,1335591
2017,1335681
2017,1335691
2017,1335691
2017,1335991
2017,1336131
2017,1336321
2017,1336321
2017,1336361
2017,1336371
2017,1336891
2017,1336931
2017,1337051
2017,1337241
2017,1337242
2017,1337291
2017,1337321
2017,1337371
2017,1337371
2017,1337371
2017,1337441
2017,1337731
2017,1337761
2017,1337911
2017,1338011
2017,1338101
2017,1338251
2017,1338391
2017,1338401
2017,1338461
2017,1338531
2017,1338571
2017,1338571
2017,1338591
2017,1338791
2017,1338831
2017,1338861
2017,1339281
2017,1339351
2017,1339771
2017,1340261
2017,1340441
2017,1340721
2017,1340751
2017,1340771
2017,1340891
2017,1340921
2017,1341251
2017,1341331
2017,1341491
2017,1341601
2017,1342071
2017,1342071
2017,1342331
2017,1342541
2017,1343021
2017,1343111
2017,1344051
2017,1344071
2017,1344091
2017,1344771
2017,1344991
2017,1345251
2017,1345411
2017,1345421
2017,1345631
2017,1346081
2017,1346441
2017,1346461
2017,1346531
2017,1346531
2017,1346531
2017,1346801
2017,1347061
2017,1347121
2017,1347201
2017,1347201
2017,1347801
2017,1347911
2017,1348221
2017,1348521
2017,1348531
2017,1348561
2017,1348571
2017,1348691
2017,1348831
2017,1349011
2017,1349151
2017,1349181
2017,1349381
2017,1349451
2017,1349771
2017,1349851
2017,1350101
2017,1350351
2017,1350571
2017,1350611
2017,1350701
2017,1351391
2017,1351431
2017,1351581
2017,1351831
2017,1352001
2017,1352281
2017,1352351
2017,1352351
2017,1352451
2017,1352761
2017,1352901
2017,1352941
2017,1353071
2017,1353081
2017,1353371
2017,1353401
2017,1353421
2017,1353521
2017,1353551
2017,1353761
2017,1353871
2017,1354081
2017,1354281
2017,1354331
2017,1354341
2017,1354381
2017,1354711
2017,1355011
2017,1355141
2017,1356391
2017,1356471
2017,1356501
2017,1356541
2017,1356671
2017,1356781
2017,1357151
2017,1357161
2017,1357181
2017,1357591
2017,1357802
2017,1357951
2017,1358631
2017,1358631
2017,1358751
2017,1358861
2017,1358881
2017,1359991
2017,1360211
2017,1360411
2017,1360661
2017,1360951
2017,1361031
2017,1361091
2017,1361091
2017,1361751
2017,1361981
2017,1362361
2017,1362421
2017,1362431
2017,1362531
2017,1362791
2017,1362901
2017,1363191
2017,1363191
2017,1363231
2017,1363761
2017,1363841
2017,1363911
2017,1363921
2017,1364111
2017,1364251
2017,1365001
2017,1365421
2017,1366031
2017,1366371
2017,1366661
2017,1366821
2017,1366871
2017,1367131
2017,1367771
2017,1367801
2017,1367861
2017,1367921
2017,1367971
2017,1367971
2017,1368231
2017,1368711
2017,1369011
2017,1369031
2017,1369091
2017,1369271
2017,1369441
2017,1370071
2017,1370071
2017,1370311
2017,1370891
2017,1370891
2017,1371221
2017,1371661
2017,1371801
2017,1371861
2017,1371931
2017,1371991
2017,1372121
2017,1372161
2017,1372251
2017,1372271
2017,1373461
2017,1373631
2017,1374011
2017,1374531
2017,1374721
2017,1374861
2017,1375201
2017,1375971
2017,1375981
2017,1376071
2017,1376141
2017,1376581
2017,1376581
2017,1376601
2017,1377081
2017,1377761
2017,1378501
2017,1378581
2017,1378791
2017,1378891
2017,1378961
2017,1379291
2017,1380011
2017,1380031
2017,1380461
2017,1380471
2017,1380521
2017,1380701
2017,1380891
2017,1380911
2017,1381071
2017,1381071
2017,1381141
2017,1381191
2017,1381521
2017,1381671
2017,1381671
2017,1381801
2017,1381851
2017,1381861
2017,1381891
2017,1381951
2017,1382181
2017,1382221
2017,1382231
2017,1382241
2017,1382331
2017,1382431
2017,1382511
2017,1382511
2017,1382581
2017,1383311
2017,1383411
2017,1383521
2017,1384271
2017,1384271
2017,1384581
2017,1384701
2017,1384701
2017,1384841
2017,1384881
2017,1385161
2017,1385431
2017,1385491
2017,1385881
2017,1385981
2017,1386131
2017,1386261
2017,1386421
2017,1386431
2017,1386511
2017,1386541
2017,1386691
2017,1386931
2017,1386991
2017,1387461
2017,1387562
2017,1387621
2017,1388231
2017,1388232
2017,1388232
2017,1388241
2017,1388261
2017,1388311
2017,1388331
2017,1388981
2017,1389101
2017,1389471
2017,1390131
2017,1390171
2017,1390181
2017,1390221
2017,1390461
2017,1390521
2017,1390561
2017,1390971
2017,1391111
2017,1391441
2017,1391661
2017,1392101
2017,1392111
2017,1392131
2017,1392361
2017,1392401
2017,1392951
2017,1393321
2017,1393811
2017,1393881
2017,1394151
2017,1394221
2017,1394261
2017,1394291
2017,1394331
2017,1394571
2017,1394571
2017,1394813
2017,1394901
2017,1394931
2017,1394981
2017,1395071
2017,1395541
2017,1395791
2017,1396071
2017,1396121
2017,1396641
2017,1396651
2017,1396761
2017,1396761
2017,1396791
2017,1396791
2017,1396791
2017,1396921
2017,1397381
2017,1397441
2017,1398281
2017,1398301
2017,1398321
2017,1398331
2017,1398331
2017,1398641
2017,1398671
2017,1399871
2017,1399971
2017,1400531
2017,1400531
2017,1401401
2017,1401651
2017,1401731
2017,1401791
2017,1401801
2017,1401811
2017,1401841
2017,1402001
2017,1402201
2017,1402411
2017,1402511
2017,1402571
2017,1402641
2017,1402711
2017,1402751
2017,1402801
2017,1402801
2017,1402811
2017,1403231
2017,1403421
2017,1403461
2017,1406401
2017,1406421
2017,1406481
2017,1406831
2017,1407081
2017,1407231
2017,1407381
2017,1407641
2017,1407971
2017,1408621
2017,1408951
2017,1409111
2017,1409111
2017,1409191
2017,1409521
2017,1409561
2017,1409971
2017,1410101
2017,1410181
2017,1410211
2017,1410341
2017,1410681
2017,1410901
2017,1410921
2017,1411061
2017,1411621
2017,1411801
2017,1411941
2017,1412111
2017,1412401
2017,1412401
2017,1412741
2017,1413101
2017,1413111
2017,1413221
2017,1413321
2017,1413321
2017,1413371
2017,1413621
2017,1413761
2017,1413781
2017,1413851
2017,1413861
2017,1413861
2017,1413911
2017,1413991
2017,1414161
2017,1414201
2017,1414591
2017,1415041
2017,1415061
2017,1415281
2017,1415391
2017,1415831
2017,1415871
2017,1415931
2017,1416271
2017,1416271
2017,1416341
2017,1416661
2017,1416671
2017,1416921
2017,1417131
2017,1417181
2017,1417341
2017,1417492
2017,1417691
2017,1417941
2017,1417941
2017,1418231
2017,1418301
2017,1418341
2017,1418341
2017,1418591
2017,1418631
2017,1418951
2017,1419061
2017,1419131
2017,1419181
2017,1419181
2017,1419211
2017,1419411
2017,1419471
2017,1419651
2017,1419761
2017,1419891
2017,1419901
2017,1419921
2017,1420031
2017,1420211
2017,1420441
2017,1420741
2017,1420761
2017,1421041
2017,1421101
2017,1421311
2017,1421451
2017,1421701
2017,1421951
2017,1422161
2017,1422741
2017,1422751
2017,1423171
2017,1423271
2017,1423281
2017,1423331
2017,1423331
2017,1423401
2017,1423501
2017,1423671
2017,1423731
2017,1424721
2017,1424871
2017,1425211
2017,1425211
2017,1425211
2017,1425231
2017,1425551
2017,1425661
2017,1425661
2017,1425761
2017,1426111
2017,1427461
2017,1427621
2017,1427891
2017,1427911
2017,1427911
2017,1427921
2017,1427941
2017,1428291
2017,1428871
2017,1429061
2017,1429151
2017,1429741
2017,1429981
2017,1430051
2017,1430201
2017,1430311
2017,1430701
2017,1430861
2017,1431261
2017,1431311
2017,1431441
2017,1431551
2017,1431611
2017,1431711
2017,1431741
2017,1431781
2017,1431861
2017,1431971
2017,1432191
2017,1432301
2017,1432331
2017,1432361
2017,1432401
2017,1432401
2017,1432462
2017,1432531
2017,1432561
2017,1432561
2017,1432891
2017,1433111
2017,1433791
2017,1434241
2017,1434551
2017,1434561
2017,1435041
2017,1435041
2017,1435041
2017,1435541
2017,1436071
2017,1436081
2017,1436591
2017,1436601
2017,1436841
2017,1436841
2017,1437161
2017,1437601
2017,1437611
2017,1438021
2017,1438021
2017,1438271
2017,1438691
2017,1438811
2017,1439321
2017,1439381
2017,1439431
2017,1439451
2017,1439561
2017,1439671
2017,1440061
2017,1440071
2017,1440071
2017,1440101
2017,1440111
2017,1440341
2017,1440651
2017,1440751
2017,1440761
2017,1440851
2017,1441171
2017,1441201
2017,1441211
2017,1441541
2017,1441721
2017,1441771
2017,1441821
2017,1441821
2017,1441881
2017,1441901
2017,1442681
2017,1443221
2017,1443391
2017,1443431
2017,1443731
2017,1443901
2017,1443951
2017,1443951
2017,1444031
2017,1444041
2017,1444041
2017,1444071
2017,1444291
2017,1444331
2017,1444441
2017,1444441
2017,1444531
2017,1444711
2017,1444731
2017,1444781
2017,1444891
2017,1445171
2017,1445271
2017,1453511
2017,1453621
2017,1453711
2017,1453781
2017,1454591
2017,1454981
2017,1454981
2017,1454981
2017,1455081
2017,1455291
2017,1455291
2017,1455311
2017,1455811
2017,1456101
2017,1456201
2017,1456321
2017,1456321
2017,1456381
2017,1456611
2017,1456611
2017,1456661
2017,1456711
2017,1456881
2017,1457031
2017,1457251
2017,1457441
2017,1457631
2017,1457921
2017,1458033
2017,1458091
2017,1458111
2017,1458151
2017,1458571
2017,1458621
2017,1458671
2017,1460371
2017,1460501
2017,1460581
2017,1460581
2017,1460631
2017,1460681
2017,1462191
2017,1462191
2017,1462221
2017,1462401
2017,1462431
2017,1462431
2017,1463171
2017,1463201
2017,1463971
2017,1464091
2017,1464251
2017,1464531
2017,1464881
2017,1465231
2017,1465251
2017,1465411
2017,1465741
2017,1465831
2017,1465881
2017,1465951
2017,1465981
2017,1466391
2017,1469131
2017,1469661
2017,1469851
2017,1470531
2017,1470551
2017,1470591
2017,1470611
2017,1470611
2017,1470711
2017,1470881
2017,1470911
2017,1471191
2017,1471891
2017,1472091
2017,1472581
2017,1472631
2017,1472741
2017,1472791
2017,1473621
2017,1473941
2017,1474151
2017,1474311
2017,1474481
2017,1474671
2017,1474781
2017,1474901
2017,1475081
2017,1475081
2017,1475101
2017,1475191
2017,1475661
2017,1477301
2017,1477381
2017,1477541
2017,1477891
2017,1478211
2017,1478241
2017,1478241
2017,1478291
2017,1478381
2017,1478381
2017,1478591
2017,1479221
2017,1479221
2017,1479421
2017,1479661
2017,1479751
2017,1479791
2017,1480061
2017,1480211
2017,1480551
2017,1480581
2017,1480871
2017,1481381
2017,1481381
2017,1481571
2017,1481741
2017,1481751
2017,1481751
2017,1481751
2017,1481791
2017,1481911
2017,1481981
2017,1482131
2017,1519081
2017,1519091
2017,1519361
2017,1519501
2017,1519521
2017,1520011
2017,1520181
2017,1520751
2017,1520791
2017,1520801
2017,1520991
2017,1521291
2017,1521441
2017,1522151
2017,1522621
2017,1522671
2017,1522681
2017,1523121
2017,1523321
2017,1523791
2017,1524441
2017,1524691
2017,1524701
2017,1524871
2017,1524901
2017,1524972
2017,1525101
2017,1525261
2017,1525301
2017,1525301
2017,1525523
2017,1525531
2017,1525771
2017,1525891
2017,1525951
2017,1526031
2017,1526231
2017,1526351
2017,1526561
2017,1526561
2017,1526561
2017,1526651
2017,1526751
2017,1527221
2017,1527721
2017,1527731
2017,1527841
2017,1527841
2017,1528231
2017,1528541
2017,1529541
2017,1529811
2017,1530401
2017,1530481
2017,1530501
2017,1530641
2017,1530681
2017,1530681
2017,1530761
2017,1530821
2017,1530851
2017,1530921
2017,1530941
2017,1531111
2017,1531191
2017,1531231
2017,1532381
2017,1532601
2017,1532611
2017,1532661
2017,1532761
2017,1533001
2017,1533101
2017,1533201
2017,1533611
2017,1533761
2017,1534181
2017,1534191
2017,1534221
2017,1534411
2017,1534591
2017,1534861
2017,1535361
2017,1535701
2017,1536731
2017,1536911
2017,1537181
2017,1537651
2017,1537821
2017,1537901
2017,1537931
2017,1538961
2017,1539373
2017,1539791
2017,1539791
2017,1540261
2017,1540341
2017,1540441
2017,1540901
2017,1541111
2017,1541211
2017,1541511
2017,1541571
2017,1541571
2017,1541571
2017,1541661
2017,1541791
2017,1541901
2017,1542121
2017,1542211
2017,1542271
2017,1542571
2017,1542771
2017,1542931
2017,1543971
2017,1544501
2017,1544681
2017,1544681
2017,1544691
2017,1544751
2017,1545091
2017,1545091
2017,1545091
2017,1545091
2017,1545211
2017,1545221
2017,1546391
2017,1546501
2017,1546641
2017,1546671
2017,1547171
2017,1547451
2017,1547471
2017,1547521
2017,1547531
2017,1547741
2017,1547741
2017,1547741
2017,1547751
2017,1547751
2017,1548361
2017,1548411
2017,1548631
2017,1548701
2017,1548881
2017,1549951
2017,1549951
2017,1550281
2017,1550831
2017,1550901
2017,1551081
2017,1551251
2017,1551271
2017,1551641
2017,1552011
2017,1552321
2017,1552701
2017,1553201
2017,1553321
2017,1553491
2017,1553651
2017,1553701
2017,1553711
2017,1553761
2017,1553781
2017,1553821
2017,1553941
2017,1554231
2017,1555041
2017,1555042
2017,1555081
2017,1555491
2017,1555531
2017,1556011
2017,1556011
2017,1557111
2017,1557171
2017,1557321
2017,1557401
2017,1557591
2017,1557601
2017,1557681
2017,1558171
2017,1558191
2017,1558211
2017,1558861
2017,1558881
2017,1560811
2017,1560891
2017,1561411
2017,1561651
2017,1562001
2017,1562301
2017,1562711
2017,1562801
2017,1563471
2017,1563542
2017,1563591
2017,1564361
2017,1564481
2017,1564561
2017,1564771
2017,1566711
2017,1567041
2017,1567051
2017,1567191
2017,1567201
2017,1567211
2017,1567242
2017,1567351
2017,1567551
2017,1568111
2017,1568181
2017,1568451
2017,1569421
2017,1569581
2017,1569761
2017,1569851
2017,1569881
2017,1570181
2017,1570181
2017,1570731
2017,1570881
2017,1571051
2017,1571441
2017,1571521
2017,1572011
2017,1572381
2017,1572751
2017,1573101
2017,1573231
2017,1573731
2017,1573811
2017,1574191
2017,1574271
2017,1574411
2017,1574441
2017,1574561
2017,1574741
2017,1574741
2017,1575091
2017,1575471
2017,1575591
2017,1576411
2017,1576891
2017,1577041
2017,1577491
2017,1578791
2017,1579161
2017,1579251
2017,1579591
2017,1579591
2017,1579901
2017,1580041
2017,1581031
2017,1581241
2017,1581251
2017,1582071
2017,1582281
2017,1582421
2017,1582521
2017,1582681
2017,1582961
2017,1583041
2017,1583151
2017,1583341
2017,1583351
2017,1583691
2017,1583871
2017,1584001
2017,1584131
2017,1584151
2017,1584191
2017,1584681
2017,1585941
2017,1586391
2017,1587011
2017,1587181
2017,1587311
2017,1587311
2017,1587341
2017,1587691
2017,1587741
2017,1587791
2017,1587831
2017,1588101
2017,1589571
2017,1590561
2017,1590741
2017,1591091
2017,1591111
2017,1591211
2017,1591431
2017,1591471
2017,1591481
2017,1591621
2017,1591681
2017,1591721
2017,1591731
2017,1591761
2017,1591881
2017,1592511
2017,1592601
2017,1592681
2017,1593631
2017,1594231
2017,1594771
2017,1594911
2017,1594921
2017,1595121
2017,1595171
2017,1595401
2017,1595971
2017,1595971
2017,1596041
2017,1596791
2017,1597451
2017,1597541
2017,1597541
2017,1598901
2017,1599161
2017,1599281
2017,1599291
2017,1599291
2017,1599421
2017,1599541
2017,1599691
2017,1599761
2017,1599771
2017,1599931
2017,1600161
2017,1600501
2017,1600511
2017,1601381
2017,1601711
2017,1601871
2017,1601921
2017,1602151
2017,1602261
2017,1602681
2017,1602731
2017,1602891
2017,1603481
2017,1603641
2017,1603771
2017,1604061
2017,1604621
2017,1604621
2017,1605191
2017,1605321
2017,1605411
2017,1605441
2017,1605641
2017,1605701
2017,1605741
2017,1605821
2017,1606141
2017,1606201
2017,1606201
2017,1606211
2017,1606371
2017,1606471
2017,1606481
2017,1606681
2017,1607151
2017,1607491
2017,1607791
2017,1608251
2017,1608301
2017,1608411
2017,1608931
2017,1609091
2017,1609311
2017,1609431
2017,1610651
2017,1611351
2017,1611421
2017,1611612
2017,1612091
2017,1612191
